,Open,Date,Year
1661,32.139999,2023-01-01,2023
1662,30.190001,2024-01-01,2024
1663,14.61,2014-01-01,2014
1664,8.06,2015-01-01,2015
1665,8.1,2016-01-01,2016
1666,6.18,2017-01-01,2017
1667,10.52,2018-01-01,2018
1668,3.37,2019-01-01,2019
1669,2.69,2020-01-01,2020
1670,7.64,2021-01-01,2021
1671,16.23,2022-01-01,2022
1672,6.41,2023-01-01,2023
1673,6.04,2024-01-01,2024
1674,2.11,2014-01-01,2014
1675,1.72,2015-01-01,2015
1676,2.13,2016-01-01,2016
1677,3.64,2017-01-01,2017
1678,6.98,2018-01-01,2018
1679,3.71,2019-01-01,2019
1680,4.99,2020-01-01,2020
1681,5.7,2021-01-01,2021
1682,3.99,2022-01-01,2022
1683,3.12,2023-01-01,2023
1684,5.16,2024-01-01,2024
1685,9.71,2019-07-01,2019
1686,8.88,2020-01-01,2020
1687,25.200001,2021-01-01,2021
1688,25.700001,2022-01-01,2022
1689,21.85,2023-01-01,2023
1690,6.03,2024-01-01,2024
1691,18.27,2014-01-01,2014
1692,14.99,2015-01-01,2015
1693,23.110001,2016-01-01,2016
1694,21.0,2017-01-01,2017
1695,48.799999,2018-01-01,2018
1696,80.0,2019-01-01,2019
1697,170.0,2020-01-01,2020
1698,382.859985,2021-01-01,2021
1699,186.479996,2022-01-01,2022
1700,36.240002,2023-01-01,2023
1701,33.369999,2024-01-01,2024
1702,7.33,2014-01-01,2014
1703,7.09,2015-01-01,2015
1704,4.03,2016-01-01,2016
1705,5.05,2017-01-01,2017
1706,4.2,2018-01-01,2018
1707,4.63,2019-01-01,2019
1708,7.8,2020-01-01,2020
1709,7.43,2021-01-01,2021
1710,11.81,2022-01-01,2022
1711,13.16,2023-01-01,2023
1712,13.05,2024-01-01,2024
1713,18.392,2014-01-01,2014
1714,18.459999,2015-01-01,2015
1715,20.332001,2016-01-01,2016
1716,18.933001,2017-01-01,2017
1717,29.829,2018-01-01,2018
1718,33.276001,2019-01-01,2019
1719,60.504002,2020-01-01,2020
1720,93.219002,2021-01-01,2021
1721,79.349998,2022-01-01,2022
1722,78.290001,2023-01-01,2023
1723,86.870003,2024-01-01,2024
1724,10.5,2021-02-01,2021
1725,11.8,2022-01-01,2022
1726,2.49,2023-01-01,2023
1727,1.14,2024-01-01,2024
1728,58.310001,2014-01-01,2014
1729,70.349998,2015-01-01,2015
1730,56.09,2016-01-01,2016
1731,71.730003,2017-01-01,2017
1732,86.709999,2018-01-01,2018
1733,86.279999,2019-01-01,2019
1734,71.800003,2020-01-01,2020
1735,56.889999,2021-01-01,2021
1736,68.790001,2022-01-01,2022
1737,65.0,2023-01-01,2023
1738,77.739998,2024-01-01,2024
1739,29.42,2014-01-01,2014
1740,53.130001,2015-01-01,2015
1741,48.389999,2016-01-01,2016
1742,92.400002,2017-01-01,2017
1743,76.949997,2018-01-01,2018
1744,65.330002,2019-01-01,2019
1745,55.049999,2020-01-01,2020
1746,61.189999,2021-01-01,2021
1747,71.779999,2022-01-01,2022
1748,52.75,2023-01-01,2023
1749,108.5,2024-01-01,2024
1750,18.24,2021-08-01,2021
1751,7.42,2022-01-01,2022
1752,1.46,2023-01-01,2023
1753,2.47,2024-01-01,2024
1754,8.52,2014-01-01,2014
1755,6.95,2015-01-01,2015
1756,6.67,2016-01-01,2016
1757,7.42,2017-01-01,2017
1758,16.35,2018-01-01,2018
1759,28.0,2019-01-01,2019
1760,38.09,2020-01-01,2020
1761,90.25,2021-01-01,2021
1762,30.809999,2022-01-01,2022
1763,25.73,2023-01-01,2023
1764,11.24,2024-01-01,2024
1765,31.23,2014-03-01,2014
1766,23.65,2015-01-01,2015
1767,13.78,2016-01-01,2016
1768,16.92,2017-01-01,2017
1769,14.78,2018-01-01,2018
1770,13.08,2019-01-01,2019
1771,21.35,2020-01-01,2020
1772,18.59,2021-01-01,2021
1773,23.450001,2022-01-01,2022
1774,16.629999,2023-01-01,2023
1775,17.709999,2024-01-01,2024
1776,16.24,2020-01-01,2020
1777,45.889999,2021-01-01,2021
1778,90.919998,2022-01-01,2022
1779,57.790001,2023-01-01,2023
1780,62.110001,2024-01-01,2024
1781,135.070007,2014-01-01,2014
1782,83.709999,2015-01-01,2015
1783,23.25,2016-01-01,2016
1784,16.879999,2017-01-01,2017
1785,20.33,2018-01-01,2018
1786,17.76,2019-01-01,2019
1787,20.49,2020-01-01,2020
1788,20.870001,2021-01-01,2021
1789,24.940001,2022-01-01,2022
1790,11.97,2023-01-01,2023
1791,14.05,2024-01-01,2024
1792,27.09,2021-07-01,2021
1793,25.459999,2022-01-01,2022
1794,25.0,2023-01-01,2023
1795,37.57,2024-01-01,2024
1796,10.39,2014-01-01,2014
1797,7.47,2015-01-01,2015
1798,14.44,2016-01-01,2016
1799,22.58,2017-01-01,2017
1800,26.620001,2018-01-01,2018
1801,17.26,2019-01-01,2019
1802,21.49,2020-01-01,2020
1803,38.689999,2021-01-01,2021
1804,75.910004,2022-01-01,2022
1805,34.880001,2023-01-01,2023
1806,23.379999,2024-01-01,2024
1807,35.630001,2021-05-01,2021
1808,33.259998,2022-01-01,2022
1809,22.219999,2023-01-01,2023
1810,36.290001,2024-01-01,2024
1811,43.439999,2014-01-01,2014
1812,53.560001,2015-01-01,2015
1813,53.549999,2016-01-01,2016
1814,73.529999,2017-01-01,2017
1815,105.110001,2018-01-01,2018
1816,92.760002,2019-01-01,2019
1817,129.130005,2020-01-01,2020
1818,164.600006,2021-01-01,2021
1819,188.820007,2022-01-01,2022
1820,167.220001,2023-01-01,2023
1821,168.850006,2024-01-01,2024
1822,7.72,2014-01-01,2014
1823,28.5,2015-01-01,2015
1824,16.5,2016-01-01,2016
1825,13.85,2017-01-01,2017
1826,14.05,2018-01-01,2018
1827,12.67,2019-01-01,2019
1828,17.26,2020-01-01,2020
1829,20.879999,2021-01-01,2021
1830,16.99,2022-01-01,2022
1831,11.34,2023-01-01,2023
1832,10.61,2024-01-01,2024
1833,47.150002,2019-05-01,2019
1834,23.690001,2020-01-01,2020
1835,42.529999,2021-01-01,2021
1836,34.959999,2022-01-01,2022
1837,27.16,2023-01-01,2023
1838,22.82,2024-01-01,2024
1839,9.75,2021-05-01,2021
1840,9.85,2022-01-01,2022
1841,1.048,2023-01-01,2023
1842,0.758,2024-01-01,2024
1843,12.97,2014-01-01,2014
1844,12.79,2015-01-01,2015
1845,9.23,2016-01-01,2016
1846,11.8,2017-01-01,2017
1847,10.4,2018-01-01,2018
1848,10.23,2019-01-01,2019
1849,11.2,2020-01-01,2020
1850,11.46,2021-01-01,2021
1851,9.22,2022-01-01,2022
1852,10.32,2023-01-01,2023
1853,5.3,2024-01-01,2024
1854,3.832,2014-01-01,2014
1855,6.18,2015-01-01,2015
1856,6.108,2016-01-01,2016
1857,6.112,2017-01-01,2017
1858,8.752,2018-01-01,2018
1859,13.716,2019-01-01,2019
1860,21.52,2020-01-01,2020
1861,29.914,2021-01-01,2021
1862,72.424004,2022-01-01,2022
1863,49.529999,2023-01-01,2023
1864,58.099998,2024-01-01,2024
1865,22.57,2014-01-01,2014
1866,22.459999,2015-01-01,2015
1867,27.190001,2016-01-01,2016
1868,28.48,2017-01-01,2017
1869,28.73,2018-01-01,2018
1870,26.57,2019-01-01,2019
1871,24.809999,2020-01-01,2020
1872,22.5,2021-01-01,2021
1873,35.650002,2022-01-01,2022
1874,32.240002,2023-01-01,2023
1875,29.360001,2024-01-01,2024
1876,9.75,2020-11-01,2020
1877,21.27,2021-01-01,2021
1878,19.32,2022-01-01,2022
1879,9.2,2023-01-01,2023
1880,3.8,2024-01-01,2024
1881,62.0,2014-01-01,2014
1882,32.439999,2015-01-01,2015
1883,26.25,2016-01-01,2016
1884,26.629999,2017-01-01,2017
1885,37.0,2018-01-01,2018
1886,41.98,2019-01-01,2019
1887,46.900002,2020-01-01,2020
1888,108.0,2021-01-01,2021
1889,116.639999,2022-01-01,2022
1890,70.75,2023-01-01,2023
1891,43.16,2024-01-01,2024
1892,2.63,2014-01-01,2014
1893,2.8,2015-01-01,2015
1894,2.45,2016-01-01,2016
1895,4.85,2017-01-01,2017
1896,8.75,2018-01-01,2018
1897,4.3,2019-01-01,2019
1898,4.36,2020-01-01,2020
1899,9.8,2021-01-01,2021
1900,8.94,2022-01-01,2022
1901,4.43,2023-01-01,2023
1902,2.4,2024-01-01,2024
1903,16.75,2021-04-01,2021
1904,26.219999,2022-01-01,2022
1905,9.59,2023-01-01,2023
1906,13.47,2024-01-01,2024
1907,49.330002,2014-01-01,2014
1908,60.060001,2015-01-01,2015
1909,60.009998,2016-01-01,2016
1910,74.610001,2017-01-01,2017
1911,105.339996,2018-01-01,2018
1912,125.389999,2019-01-01,2019
1913,184.210007,2020-01-01,2020
1914,304.109985,2021-01-01,2021
1915,280.730011,2022-01-01,2022
1916,190.619995,2023-01-01,2023
1917,240.789993,2024-01-01,2024
1918,23.1,2014-01-01,2014
1919,38.150002,2015-01-01,2015
1920,32.43,2016-01-01,2016
1921,31.85,2017-01-01,2017
1922,59.900002,2018-01-01,2018
1923,73.18,2019-01-01,2019
1924,83.760002,2020-01-01,2020
1925,122.459999,2021-01-01,2021
1926,137.550003,2022-01-01,2022
1927,113.940002,2023-01-01,2023
1928,194.399994,2024-01-01,2024
1929,23.42,2014-01-01,2014
1930,27.67,2015-01-01,2015
1931,22.620001,2016-01-01,2016
1932,25.75,2017-01-01,2017
1933,28.790001,2018-01-01,2018
1934,31.620001,2019-01-01,2019
1935,57.630001,2020-01-01,2020
1936,70.68,2021-01-01,2021
1937,110.18,2022-01-01,2022
1938,77.849998,2023-01-01,2023
1939,79.290001,2024-01-01,2024
1940,10.41,2021-01-01,2021
1941,6.67,2022-01-01,2022
1942,1.32,2023-01-01,2023
1943,0.945,2024-01-01,2024
1944,5.5,2014-01-01,2014
1945,6.92,2015-01-01,2015
1946,6.4,2016-01-01,2016
1947,7.39,2017-01-01,2017
1948,5.78,2018-01-01,2018
1949,6.86,2019-01-01,2019
1950,19.459999,2020-01-01,2020
1951,46.049999,2021-01-01,2021
1952,77.540001,2022-01-01,2022
1953,66.870003,2023-01-01,2023
1954,68.160004,2024-01-01,2024
1955,39.755352,2014-01-01,2014
1956,34.080002,2015-01-01,2015
1957,32.119999,2016-01-01,2016
1958,24.84,2017-01-01,2017
1959,32.16,2018-01-01,2018
1960,19.299999,2019-01-01,2019
1961,19.379999,2020-01-01,2020
1962,17.040001,2021-01-01,2021
1963,15.2,2022-01-01,2022
1964,10.29,2023-01-01,2023
1965,8.78,2024-01-01,2024
1966,10.11,2021-05-01,2021
1967,6.7,2022-01-01,2022
1968,1.72,2023-01-01,2023
1969,1.5,2024-01-01,2024
1970,83.790001,2014-01-01,2014
1971,111.800003,2015-01-01,2015
1972,59.32,2016-01-01,2016
1973,68.949997,2017-01-01,2017
1974,80.510002,2018-01-01,2018
1975,36.150002,2019-01-01,2019
1976,64.199997,2020-01-01,2020
1977,54.950001,2021-01-01,2021
1978,65.75,2022-01-01,2022
1979,31.93,2023-01-01,2023
1980,51.759998,2024-01-01,2024
1981,12.0,2019-06-01,2019
1982,5.1,2020-01-01,2020
1983,3.05,2021-01-01,2021
1984,2.89,2022-01-01,2022
1985,2.26,2023-01-01,2023
1986,5.14,2024-01-01,2024
1987,39.25,2015-08-01,2015
1988,35.130001,2016-01-01,2016
1989,40.290001,2017-01-01,2017
1990,74.235001,2018-01-01,2018
1991,82.379997,2019-01-01,2019
1992,109.470001,2020-01-01,2020
1993,237.800003,2021-01-01,2021
1994,191.410004,2022-01-01,2022
1995,73.690002,2023-01-01,2023
1996,61.220001,2024-01-01,2024
1997,15.68,2014-01-01,2014
1998,17.83,2015-01-01,2015
1999,17.530001,2016-01-01,2016
2000,24.0,2017-01-01,2017
2001,28.799999,2018-01-01,2018
2002,33.0,2019-01-01,2019
2003,13.85,2020-01-01,2020
2004,12.29,2021-01-01,2021
2005,12.7,2022-01-01,2022
2006,15.99,2023-01-01,2023
2007,29.129999,2024-01-01,2024
2008,4.66,2014-01-01,2014
2009,5.7,2015-01-01,2015
2010,3.45,2016-01-01,2016
2011,3.1,2017-01-01,2017
2012,3.3,2018-01-01,2018
2013,3.14,2019-01-01,2019
2014,3.1,2020-01-01,2020
2015,4.29,2021-01-01,2021
2016,7.04,2022-01-01,2022
2017,2.75,2023-01-01,2023
2018,5.35,2024-01-01,2024
2019,177.490005,2014-01-01,2014
2020,229.460007,2015-01-01,2015
2021,181.289993,2016-01-01,2016
2022,166.300003,2017-01-01,2017
2023,236.490005,2018-01-01,2018
2024,156.179993,2019-01-01,2019
2025,129.490005,2020-01-01,2020
2026,219.509995,2021-01-01,2021
2027,148.910004,2022-01-01,2022
2028,118.860001,2023-01-01,2023
2029,116.889999,2024-01-01,2024
2030,73.269997,2014-01-01,2014
2031,53.080002,2015-01-01,2015
2032,42.02,2016-01-01,2016
2033,58.950001,2017-01-01,2017
2034,74.239998,2018-01-01,2018
2035,54.0,2019-01-01,2019
2036,60.549999,2020-01-01,2020
2037,69.5,2021-01-01,2021
2038,63.93,2022-01-01,2022
2039,82.93,2023-01-01,2023
2040,134.669998,2024-01-01,2024
2041,13.34,2014-01-01,2014
2042,14.85,2015-01-01,2015
2043,19.879999,2016-01-01,2016
2044,21.5,2017-01-01,2017
2045,28.5,2018-01-01,2018
2046,26.110001,2019-01-01,2019
2047,42.57,2020-01-01,2020
2048,59.0,2021-01-01,2021
2049,82.699997,2022-01-01,2022
2050,70.089996,2023-01-01,2023
2051,83.349998,2024-01-01,2024
2052,37.349998,2014-01-01,2014
2053,46.66,2015-01-01,2015
2054,54.32,2016-01-01,2016
2055,62.790001,2017-01-01,2017
2056,86.129997,2018-01-01,2018
2057,99.550003,2019-01-01,2019
2058,158.779999,2020-01-01,2020
2059,222.529999,2021-01-01,2021
2060,335.350006,2022-01-01,2022
2061,243.080002,2023-01-01,2023
2062,373.859985,2024-01-01,2024
2063,86.440002,2014-01-01,2014
2064,82.089996,2015-01-01,2015
2065,91.400002,2016-01-01,2016
2066,93.120003,2017-01-01,2017
2067,148.149994,2018-01-01,2018
2068,140.190002,2019-01-01,2019
2069,257.01001,2020-01-01,2020
2070,362.350006,2021-01-01,2021
2071,398.950012,2022-01-01,2022
2072,245.270004,2023-01-01,2023
2073,358.799988,2024-01-01,2024
2074,9.8,2021-05-01,2021
2075,9.8,2022-01-01,2022
2076,10.03,2023-01-01,2023
2077,10.45,2024-01-01,2024
2078,10.17,2014-01-01,2014
2079,9.24,2015-01-01,2015
2080,11.17,2016-01-01,2016
2081,14.5,2017-01-01,2017
2082,14.25,2018-01-01,2018
2083,17.65,2019-01-01,2019
2084,18.370001,2020-01-01,2020
2085,34.470001,2021-01-01,2021
2086,16.809999,2022-01-01,2022
2087,4.37,2023-01-01,2023
2088,3.7,2024-01-01,2024
2089,26.5,2017-05-01,2017
2090,25.549999,2018-01-01,2018
2091,61.099998,2019-01-01,2019
2092,116.75,2020-01-01,2020
2093,257.350006,2021-01-01,2021
2094,223.050003,2022-01-01,2022
2095,69.860001,2023-01-01,2023
2096,89.0,2024-01-01,2024
2097,4.95,2015-07-01,2015
2098,1.6,2016-01-01,2016
2099,5.9,2017-01-01,2017
2100,6.37,2018-01-01,2018
2101,4.9,2019-01-01,2019
2102,8.08,2020-01-01,2020
2103,12.49,2021-01-01,2021
2104,6.79,2022-01-01,2022
2105,2.85,2023-01-01,2023
2106,0.85,2024-01-01,2024
2107,21.25,2021-04-01,2021
2108,9.2,2022-01-01,2022
2109,2.35,2023-01-01,2023
2110,3.6,2024-01-01,2024
2111,15.7,2014-01-01,2014
2112,19.964001,2015-01-01,2015
2113,34.43,2016-01-01,2016
2114,43.875999,2017-01-01,2017
2115,69.599998,2018-01-01,2018
2116,46.161999,2019-01-01,2019
2117,62.756001,2020-01-01,2020
2118,96.059998,2021-01-01,2021
2119,101.419998,2022-01-01,2022
2120,76.209999,2023-01-01,2023
2121,92.0,2024-01-01,2024
2122,40.743999,2019-06-01,2019
2123,29.940001,2020-01-01,2020
2124,52.220001,2021-01-01,2021
2125,42.48,2022-01-01,2022
2126,25.370001,2023-01-01,2023
2127,60.73,2024-01-01,2024
2128,52.43,2014-01-01,2014
2129,52.759998,2015-01-01,2015
2130,52.860001,2016-01-01,2016
2131,49.040001,2017-01-01,2017
2132,72.889999,2018-01-01,2018
2133,66.739998,2019-01-01,2019
2134,100.150002,2020-01-01,2020
2135,121.099998,2021-01-01,2021
2136,147.25,2022-01-01,2022
2137,140.179993,2023-01-01,2023
2138,163.759995,2024-01-01,2024
2139,12.43,2021-08-01,2021
2140,12.79,2022-01-01,2022
2141,3.8,2023-01-01,2023
2142,7.04,2024-01-01,2024
2143,10.12,2021-02-01,2021
2144,10.05,2022-01-01,2022
2145,5.0,2023-01-01,2023
2146,0.87,2024-01-01,2024
2147,32.34,2017-07-01,2017
2148,21.26,2018-01-01,2018
2149,16.209999,2019-01-01,2019
2150,27.59,2020-01-01,2020
2151,37.950001,2021-01-01,2021
2152,15.88,2022-01-01,2022
2153,4.61,2023-01-01,2023
2154,3.155,2024-01-01,2024
2155,59.740002,2014-01-01,2014
2156,57.23,2015-01-01,2015
2157,85.690002,2016-01-01,2016
2158,76.489998,2017-01-01,2017
2159,114.690002,2018-01-01,2018
2160,145.440002,2019-01-01,2019
2161,194.910004,2020-01-01,2020
2162,216.919998,2021-01-01,2021
2163,252.520004,2022-01-01,2022
2164,206.720001,2023-01-01,2023
2165,204.0,2024-01-01,2024
2166,12.661217,2014-01-01,2014
2167,18.192553,2015-01-01,2015
2168,11.58,2016-01-01,2016
2169,14.95,2017-01-01,2017
2170,21.18,2018-01-01,2018
2171,20.030001,2019-01-01,2019
2172,20.68,2020-01-01,2020
2173,24.700001,2021-01-01,2021
2174,37.709999,2022-01-01,2022
2175,27.0,2023-01-01,2023
2176,29.82,2024-01-01,2024
2177,13.51,2014-01-01,2014
2178,13.49,2015-01-01,2015
2179,15.02,2016-01-01,2016
2180,24.84,2017-01-01,2017
2181,33.560001,2018-01-01,2018
2182,30.58,2019-01-01,2019
2183,47.349998,2020-01-01,2020
2184,99.690002,2021-01-01,2021
2185,85.139999,2022-01-01,2022
2186,62.830002,2023-01-01,2023
2187,94.349998,2024-01-01,2024
2188,17.690001,2014-01-01,2014
2189,24.99,2015-01-01,2015
2190,18.309999,2016-01-01,2016
2191,32.360001,2017-01-01,2017
2192,51.68,2018-01-01,2018
2193,32.040001,2019-01-01,2019
2194,62.0,2020-01-01,2020
2195,87.239998,2021-01-01,2021
2196,157.740005,2022-01-01,2022
2197,99.769997,2023-01-01,2023
2198,160.0,2024-01-01,2024
2199,10.91,2014-01-01,2014
2200,14.04,2015-01-01,2015
2201,17.969999,2016-01-01,2016
2202,30.65,2017-01-01,2017
2203,51.07,2018-01-01,2018
2204,46.669998,2019-01-01,2019
2205,69.720001,2020-01-01,2020
2206,88.129997,2021-01-01,2021
2207,55.0,2022-01-01,2022
2208,44.919998,2023-01-01,2023
2209,36.380001,2024-01-01,2024
2210,92.529999,2014-01-01,2014
2211,97.370003,2015-01-01,2015
2212,105.839996,2016-01-01,2016
2213,153.279999,2017-01-01,2017
2214,198.940002,2018-01-01,2018
2215,168.0,2019-01-01,2019
2216,192.960007,2020-01-01,2020
2217,253.160004,2021-01-01,2021
2218,315.049988,2022-01-01,2022
2219,222.919998,2023-01-01,2023
2220,265.459991,2024-01-01,2024
2221,29.16,2021-03-01,2021
2222,15.65,2022-01-01,2022
2223,3.15,2023-01-01,2023
2224,6.4,2024-01-01,2024
2225,26.4,2021-04-01,2021
2226,20.92,2022-01-01,2022
2227,6.37,2023-01-01,2023
2228,5.62,2024-01-01,2024
2229,0.333333,2014-12-01,2014
2230,0.333333,2015-01-01,2015
2231,2.033333,2016-01-01,2016
2232,1.0,2017-01-01,2017
2233,1.66,2018-01-01,2018
2234,4.933333,2019-01-01,2019
2235,3.333333,2020-01-01,2020
2236,2.433333,2021-01-01,2021
2237,5.886667,2022-01-01,2022
2238,4.313333,2023-01-01,2023
2239,1.49,2024-01-01,2024
2240,19.91,2014-01-01,2014
2241,17.83,2015-01-01,2015
2242,17.33,2016-01-01,2016
2243,22.700001,2017-01-01,2017
2244,25.9,2018-01-01,2018
2245,25.360001,2019-01-01,2019
2246,30.190001,2020-01-01,2020
2247,34.810001,2021-01-01,2021
2248,36.900002,2022-01-01,2022
2249,39.869999,2023-01-01,2023
2250,43.349998,2024-01-01,2024
2251,3.85,2014-01-01,2014
2252,2.67,2015-01-01,2015
2253,2.77,2016-01-01,2016
2254,11.42,2017-01-01,2017
2255,10.42,2018-01-01,2018
2256,18.01,2019-01-01,2019
2257,46.860001,2020-01-01,2020
2258,92.110001,2021-01-01,2021
2259,145.139999,2022-01-01,2022
2260,66.0,2023-01-01,2023
2261,144.279999,2024-01-01,2024
2262,64.0,2014-01-01,2014
2263,70.620003,2015-01-01,2015
2264,68.029999,2016-01-01,2016
2265,78.970001,2017-01-01,2017
2266,105.760002,2018-01-01,2018
2267,87.529999,2019-01-01,2019
2268,180.779999,2020-01-01,2020
2269,262.059998,2021-01-01,2021
2270,431.140015,2022-01-01,2022
2271,384.0,2023-01-01,2023
2272,573.210022,2024-01-01,2024
2273,28.17,2016-10-01,2016
2274,22.950001,2017-01-01,2017
2275,19.540001,2018-01-01,2018
2276,13.81,2019-01-01,2019
2277,10.62,2020-01-01,2020
2278,17.16,2021-01-01,2021
2279,47.419998,2022-01-01,2022
2280,38.990002,2023-01-01,2023
2281,61.869999,2024-01-01,2024
2282,25.43,2018-07-01,2018
2283,19.24,2019-01-01,2019
2284,21.940001,2020-01-01,2020
2285,63.580002,2021-01-01,2021
2286,49.709999,2022-01-01,2022
2287,14.63,2023-01-01,2023
2288,10.17,2024-01-01,2024
2289,41.59,2014-01-01,2014
2290,40.16,2015-01-01,2015
2291,40.02,2016-01-01,2016
2292,43.68,2017-01-01,2017
2293,37.790001,2018-01-01,2018
2294,51.450001,2019-01-01,2019
2295,36.439999,2020-01-01,2020
2296,30.75,2021-01-01,2021
2297,31.57,2022-01-01,2022
2298,20.969999,2023-01-01,2023
2299,41.740002,2024-01-01,2024
2300,44.700001,2014-01-01,2014
2301,76.559998,2015-01-01,2015
2302,82.0,2016-01-01,2016
2303,98.25,2017-01-01,2017
2304,117.0,2018-01-01,2018
2305,71.910004,2019-01-01,2019
2306,128.610001,2020-01-01,2020
2307,160.330002,2021-01-01,2021
2308,228.389999,2022-01-01,2022
2309,159.779999,2023-01-01,2023
2310,227.259995,2024-01-01,2024
2311,9.28,2016-01-01,2016
2312,21.66,2017-01-01,2017
2313,43.799999,2018-01-01,2018
2314,10.43,2019-01-01,2019
2315,5.77,2020-01-01,2020
2316,3.39,2021-01-01,2021
2317,2.85,2022-01-01,2022
2318,1.36,2023-01-01,2023
2319,3.12,2024-01-01,2024
2320,43.209999,2014-01-01,2014
2321,47.689999,2015-01-01,2015
2322,48.0,2016-01-01,2016
2323,65.449997,2017-01-01,2017
2324,88.849998,2018-01-01,2018
2325,77.18,2019-01-01,2019
2326,117.059998,2020-01-01,2020
2327,127.879997,2021-01-01,2021
2328,207.740005,2022-01-01,2022
2329,138.039993,2023-01-01,2023
2330,131.020004,2024-01-01,2024
2331,21.76,2021-12-01,2021
2332,17.049999,2022-01-01,2022
2333,6.16,2023-01-01,2023
2334,7.16,2024-01-01,2024
2335,31.5,2019-05-01,2019
2336,18.799999,2020-01-01,2020
2337,66.0,2021-01-01,2021
2338,36.799999,2022-01-01,2022
2339,25.23,2023-01-01,2023
2340,36.360001,2024-01-01,2024
2341,61.5,2014-01-01,2014
2342,81.449997,2015-01-01,2015
2343,50.860001,2016-01-01,2016
2344,78.040001,2017-01-01,2017
2345,162.610001,2018-01-01,2018
2346,97.68,2019-01-01,2019
2347,125.919998,2020-01-01,2020
2348,156.119995,2021-01-01,2021
2349,273.0,2022-01-01,2022
2350,119.93,2023-01-01,2023
2351,131.429993,2024-01-01,2024
2352,3.98,2014-01-01,2014
2353,5.0325,2015-01-01,2015
2354,8.0725,2016-01-01,2016
2355,26.1,2017-01-01,2017
2356,48.945,2018-01-01,2018
2357,32.66,2019-01-01,2019
2358,59.6875,2020-01-01,2020
2359,131.042496,2021-01-01,2021
2360,298.149994,2022-01-01,2022
2361,148.509995,2023-01-01,2023
2362,492.440002,2024-01-01,2024
2363,65.720001,2021-01-01,2021
2364,67.330002,2022-01-01,2022
2365,33.82,2023-01-01,2023
2366,47.610001,2024-01-01,2024
2367,48.09,2021-05-01,2021
2368,20.15,2022-01-01,2022
2369,14.87,2023-01-01,2023
2370,23.940001,2024-01-01,2024
2371,138.529999,2014-01-01,2014
2372,156.660004,2015-01-01,2015
2373,186.380005,2016-01-01,2016
2374,184.820007,2017-01-01,2017
2375,260.440002,2018-01-01,2018
2376,262.899994,2019-01-01,2019
2377,353.929993,2020-01-01,2020
2378,429.920013,2021-01-01,2021
2379,491.019989,2022-01-01,2022
2380,435.809998,2023-01-01,2023
2381,542.380005,2024-01-01,2024
2382,9.55,2018-11-01,2018
2383,9.65,2019-01-01,2019
2384,10.96,2020-01-01,2020
2385,12.6,2021-01-01,2021
2386,38.389999,2022-01-01,2022
2387,11.48,2023-01-01,2023
2388,13.25,2024-01-01,2024
2389,55.68,2014-01-01,2014
2390,13.0,2015-01-01,2015
2391,7.6,2016-01-01,2016
2392,5.16,2017-01-01,2017
2393,1.832,2018-01-01,2018
2394,13.94,2019-01-01,2019
2395,9.53,2020-01-01,2020
2396,21.719999,2021-01-01,2021
2397,22.35,2022-01-01,2022
2398,7.41,2023-01-01,2023
2399,10.92,2024-01-01,2024
2400,89.849998,2014-06-01,2014
2401,75.5,2015-01-01,2015
2402,77.5,2016-01-01,2016
2403,47.900002,2017-01-01,2017
2404,60.599998,2018-01-01,2018
2405,29.950001,2019-01-01,2019
2406,18.450001,2020-01-01,2020
2407,9.3,2021-01-01,2021
2408,6.3,2022-01-01,2022
2409,1.84,2023-01-01,2023
2410,2.17,2024-01-01,2024
2411,10.8,2021-07-01,2021
2412,7.59,2022-01-01,2022
2413,3.1,2023-01-01,2023
2414,4.3,2024-01-01,2024
2415,43.310001,2014-01-01,2014
2416,18.02,2015-01-01,2015
2417,15.25,2016-01-01,2016
2418,20.440001,2017-01-01,2017
2419,32.990002,2018-01-01,2018
2420,26.860001,2019-01-01,2019
2421,43.830002,2020-01-01,2020
2422,70.839996,2021-01-01,2021
2423,61.290001,2022-01-01,2022
2424,18.940001,2023-01-01,2023
2425,18.940001,2024-01-01,2024
2426,6.235,2014-01-01,2014
2427,5.76,2015-01-01,2015
2428,5.68,2016-01-01,2016
2429,4.79,2017-01-01,2017
2430,5.5,2018-01-01,2018
2431,5.07,2019-01-01,2019
2432,3.75,2020-01-01,2020
2433,5.78,2021-01-01,2021
2434,9.8,2022-01-01,2022
2435,4.69,2023-01-01,2023
2436,5.52,2024-01-01,2024
2437,11.51,2014-01-01,2014
2438,13.31,2015-01-01,2015
2439,13.01,2016-01-01,2016
2440,18.1,2017-01-01,2017
2441,30.6,2018-01-01,2018
2442,27.780001,2019-01-01,2019
2443,50.48,2020-01-01,2020
2444,96.889999,2021-01-01,2021
2445,138.679993,2022-01-01,2022
2446,66.919998,2023-01-01,2023
2447,117.269997,2024-01-01,2024
2448,19.700001,2015-07-01,2015
2449,12.08,2016-01-01,2016
2450,14.9,2017-01-01,2017
2451,12.35,2018-01-01,2018
2452,19.700001,2019-01-01,2019
2453,9.13,2020-01-01,2020
2454,16.15,2021-01-01,2021
2455,27.889999,2022-01-01,2022
2456,28.299999,2023-01-01,2023
2457,32.740002,2024-01-01,2024
2458,9.64,2014-01-01,2014
2459,10.08,2015-01-01,2015
2460,7.71,2016-01-01,2016
