,Open,Date,Year
0,22.17,2014-01-01,2014
1,27.860001,2015-01-01,2015
2,26.389999,2016-01-01,2016
3,30.370001,2017-01-01,2017
4,38.669998,2018-01-01,2018
5,42.279999,2019-01-01,2019
6,48.060001,2020-01-01,2020
7,44.310001,2021-01-01,2021
8,62.900002,2022-01-01,2022
9,47.860001,2023-01-01,2023
10,50.490002,2024-01-01,2024
11,10.0,2014-01-01,2014
12,9.13,2015-01-01,2015
13,11.71,2016-01-01,2016
14,12.95,2017-01-01,2017
15,9.55,2018-01-01,2018
16,6.22,2019-01-01,2019
17,5.18,2020-01-01,2020
18,4.88,2021-01-01,2021
19,5.85,2022-01-01,2022
20,5.0,2023-01-01,2023
21,10.08,2024-01-01,2024
22,36.130001,2014-11-01,2014
23,33.919998,2015-01-01,2015
24,55.439999,2016-01-01,2016
25,47.299999,2017-01-01,2017
26,88.400002,2018-01-01,2018
27,122.580002,2019-01-01,2019
28,159.509995,2020-01-01,2020
29,396.440002,2021-01-01,2021
30,659.23999,2022-01-01,2022
31,297.769989,2023-01-01,2023
32,572.940002,2024-01-01,2024
33,11.3,2020-12-01,2020
34,12.67,2021-01-01,2021
35,7.12,2022-01-01,2022
36,1.15,2023-01-01,2023
37,1.19,2024-01-01,2024
38,8.0,2014-01-01,2014
39,9.8,2015-01-01,2015
40,9.75,2016-01-01,2016
41,10.75,2017-01-01,2017
42,14.25,2018-01-01,2018
43,19.0,2019-01-01,2019
44,31.940001,2020-01-01,2020
45,35.110001,2021-01-01,2021
46,93.290001,2022-01-01,2022
47,71.099998,2023-01-01,2023
48,108.949997,2024-01-01,2024
49,22.73,2014-01-01,2014
50,23.83,2015-01-01,2015
51,27.530001,2016-01-01,2016
52,55.040001,2017-01-01,2017
53,68.050003,2018-01-01,2018
54,42.080002,2019-01-01,2019
55,72.0,2020-01-01,2020
56,98.980003,2021-01-01,2021
57,91.230003,2022-01-01,2022
58,86.690002,2023-01-01,2023
59,107.440002,2024-01-01,2024
60,11.48,2014-01-01,2014
61,11.44,2015-01-01,2015
62,10.58,2016-01-01,2016
63,10.5,2017-01-01,2017
64,9.38,2018-01-01,2018
65,10.34,2019-01-01,2019
66,10.45,2020-01-01,2020
67,10.94,2021-01-01,2021
68,9.5,2022-01-01,2022
69,7.1,2023-01-01,2023
70,10.84,2024-01-01,2024
71,1.63,2014-01-01,2014
72,1.84,2015-01-01,2015
73,1.46,2016-01-01,2016
74,1.76,2017-01-01,2017
75,4.46,2018-01-01,2018
76,2.45,2019-01-01,2019
77,7.42,2020-01-01,2020
78,23.709999,2021-01-01,2021
79,12.75,2022-01-01,2022
80,4.92,2023-01-01,2023
81,3.66,2024-01-01,2024
82,37.060001,2021-10-01,2021
83,58.16,2022-01-01,2022
84,54.200001,2023-01-01,2023
85,26.02,2024-01-01,2024
86,113.650002,2021-11-01,2021
87,87.449997,2022-01-01,2022
88,46.919998,2023-01-01,2023
89,61.59,2024-01-01,2024
90,14.29,2014-01-01,2014
91,17.469999,2015-01-01,2015
92,17.9,2016-01-01,2016
93,20.799999,2017-01-01,2017
94,15.7,2018-01-01,2018
95,13.2,2019-01-01,2019
96,12.33,2020-01-01,2020
97,11.23,2021-01-01,2021
98,9.4,2022-01-01,2022
99,8.25,2023-01-01,2023
100,15.48,2024-01-01,2024
101,16.200001,2014-01-01,2014
102,7.5,2015-01-01,2015
103,6.24,2016-01-01,2016
104,7.33,2017-01-01,2017
105,3.7,2018-01-01,2018
106,11.02,2019-01-01,2019
107,7.94,2020-01-01,2020
108,23.459999,2021-01-01,2021
109,10.83,2022-01-01,2022
110,3.73,2023-01-01,2023
111,10.9,2024-01-01,2024
112,6.87,2014-01-01,2014
113,10.3,2015-01-01,2015
114,6.25,2016-01-01,2016
115,4.29,2017-01-01,2017
116,10.18,2018-01-01,2018
117,4.42,2019-01-01,2019
118,7.1,2020-01-01,2020
119,6.44,2021-01-01,2021
120,10.01,2022-01-01,2022
121,7.84,2023-01-01,2023
122,4.25,2024-01-01,2024
123,30.370001,2017-11-01,2017
124,29.93,2018-01-01,2018
125,81.400002,2019-01-01,2019
126,130.179993,2020-01-01,2020
127,344.959991,2021-01-01,2021
128,515.0,2022-01-01,2022
129,199.449997,2023-01-01,2023
130,404.450012,2024-01-01,2024
131,14.9,2014-01-01,2014
132,17.18,2015-01-01,2015
133,11.24,2016-01-01,2016
134,19.1,2017-01-01,2017
135,25.15,2018-01-01,2018
136,30.889999,2019-01-01,2019
137,34.259998,2020-01-01,2020
138,31.58,2021-01-01,2021
139,37.18,2022-01-01,2022
140,38.939999,2023-01-01,2023
141,33.799999,2024-01-01,2024
142,25.671968,2014-01-01,2014
143,33.040226,2015-01-01,2015
144,25.77,2016-01-01,2016
145,36.709999,2017-01-01,2017
146,40.5,2018-01-01,2018
147,30.82,2019-01-01,2019
148,46.029999,2020-01-01,2020
149,136.389999,2021-01-01,2021
150,62.68,2022-01-01,2022
151,31.799999,2023-01-01,2023
152,55.73,2024-01-01,2024
153,56.560001,2014-01-01,2014
154,44.52,2015-01-01,2015
155,15.68,2016-01-01,2016
156,19.32,2017-01-01,2017
157,24.639999,2018-01-01,2018
158,9.94,2019-01-01,2019
159,6.0,2020-01-01,2020
160,3.96,2021-01-01,2021
161,5.13,2022-01-01,2022
162,5.05,2023-01-01,2023
163,13.78,2024-01-01,2024
164,10.4,2021-01-01,2021
165,9.9,2022-01-01,2022
166,5.61,2023-01-01,2023
167,5.25,2024-01-01,2024
168,17.440001,2014-01-01,2014
169,19.92,2015-01-01,2015
170,20.459999,2016-01-01,2016
171,25.51,2017-01-01,2017
172,43.709999,2018-01-01,2018
173,30.540001,2019-01-01,2019
174,68.839996,2020-01-01,2020
175,121.879997,2021-01-01,2021
176,164.860001,2022-01-01,2022
177,88.849998,2023-01-01,2023
178,107.0,2024-01-01,2024
179,45.900002,2014-01-01,2014
180,29.99,2015-01-01,2015
181,31.92,2016-01-01,2016
182,58.59,2017-01-01,2017
183,71.029999,2018-01-01,2018
184,96.910004,2019-01-01,2019
185,190.270004,2020-01-01,2020
186,277.630005,2021-01-01,2021
187,308.279999,2022-01-01,2022
188,274.609985,2023-01-01,2023
189,138.369995,2024-01-01,2024
190,9.8,2014-01-01,2014
191,9.12,2015-01-01,2015
192,10.09,2016-01-01,2016
193,10.35,2017-01-01,2017
194,11.65,2018-01-01,2018
195,10.29,2019-01-01,2019
196,14.89,2020-01-01,2020
197,17.190001,2021-01-01,2021
198,26.370001,2022-01-01,2022
199,14.87,2023-01-01,2023
200,10.91,2024-01-01,2024
201,5.97,2014-01-01,2014
202,8.66,2015-01-01,2015
203,8.87,2016-01-01,2016
204,11.3,2017-01-01,2017
205,15.75,2018-01-01,2018
206,13.81,2019-01-01,2019
207,26.200001,2020-01-01,2020
208,43.380001,2021-01-01,2021
209,46.0,2022-01-01,2022
210,22.65,2023-01-01,2023
211,40.790001,2024-01-01,2024
212,73.080002,2015-02-01,2015
213,49.68,2016-01-01,2016
214,53.18,2017-01-01,2017
215,67.059998,2018-01-01,2018
216,59.619999,2019-01-01,2019
217,117.260002,2020-01-01,2020
218,167.300003,2021-01-01,2021
219,156.869995,2022-01-01,2022
220,92.589996,2023-01-01,2023
221,111.230003,2024-01-01,2024
222,23.93,2014-01-01,2014
223,19.530001,2015-01-01,2015
224,20.190001,2016-01-01,2016
225,24.469999,2017-01-01,2017
226,21.059999,2018-01-01,2018
227,33.240002,2019-01-01,2019
228,43.25,2020-01-01,2020
229,52.939999,2021-01-01,2021
230,76.769997,2022-01-01,2022
231,51.5,2023-01-01,2023
232,44.529999,2024-01-01,2024
233,94.07,2014-01-01,2014
234,26.469999,2015-01-01,2015
235,13.93,2016-01-01,2016
236,20.860001,2017-01-01,2017
237,13.08,2018-01-01,2018
238,10.15,2019-01-01,2019
239,16.959999,2020-01-01,2020
240,8.57,2021-01-01,2021
241,6.86,2022-01-01,2022
242,4.24,2023-01-01,2023
243,13.12,2024-01-01,2024
244,195.0,2015-07-01,2015
245,205.600006,2016-01-01,2016
246,167.899994,2017-01-01,2017
247,57.0,2018-01-01,2018
248,4.1,2019-01-01,2019
249,3.67,2020-01-01,2020
250,3.58,2021-01-01,2021
251,9.11,2022-01-01,2022
252,5.88,2023-01-01,2023
253,1.47,2024-01-01,2024
254,2.5,2017-09-01,2017
255,4.7,2018-01-01,2018
256,0.719,2019-01-01,2019
257,3.75,2020-01-01,2020
258,8.08,2021-01-01,2021
259,6.6,2022-01-01,2022
260,1.26,2023-01-01,2023
261,3.29,2024-01-01,2024
262,19.459999,2014-01-01,2014
263,13.08,2015-01-01,2015
264,5.2,2016-01-01,2016
265,6.2,2017-01-01,2017
266,10.0,2018-01-01,2018
267,6.1,2019-01-01,2019
268,11.69,2020-01-01,2020
269,13.63,2021-01-01,2021
270,20.950001,2022-01-01,2022
271,9.49,2023-01-01,2023
272,7.55,2024-01-01,2024
273,28.299999,2014-01-01,2014
274,73.599998,2015-01-01,2015
275,75.010002,2016-01-01,2016
276,75.220001,2017-01-01,2017
277,96.0,2018-01-01,2018
278,65.860001,2019-01-01,2019
279,122.010002,2020-01-01,2020
280,153.330002,2021-01-01,2021
281,155.649994,2022-01-01,2022
282,92.199997,2023-01-01,2023
283,111.0,2024-01-01,2024
284,16.879999,2021-11-01,2021
285,14.16,2022-01-01,2022
286,6.2,2023-01-01,2023
287,4.53,2024-01-01,2024
288,22.280001,2014-01-01,2014
289,22.68,2015-01-01,2015
290,22.83,2016-01-01,2016
291,32.255001,2017-01-01,2017
292,44.290001,2018-01-01,2018
293,35.134998,2019-01-01,2019
294,53.014999,2020-01-01,2020
295,69.474998,2021-01-01,2021
296,87.519997,2022-01-01,2022
297,71.290001,2023-01-01,2023
298,89.139999,2024-01-01,2024
299,14.0,2014-01-01,2014
300,19.15,2015-01-01,2015
301,20.0,2016-01-01,2016
302,25.43,2017-01-01,2017
303,42.0,2018-01-01,2018
304,42.650002,2019-01-01,2019
305,70.18,2020-01-01,2020
306,136.889999,2021-01-01,2021
307,185.679993,2022-01-01,2022
308,162.830002,2023-01-01,2023
309,269.160004,2024-01-01,2024
310,10.0,2014-01-01,2014
311,10.49,2015-01-01,2015
312,9.84,2016-01-01,2016
313,13.19,2017-01-01,2017
314,26.32,2018-01-01,2018
315,22.33,2019-01-01,2019
316,38.32,2020-01-01,2020
317,70.800003,2021-01-01,2021
318,146.610001,2022-01-01,2022
319,82.970001,2023-01-01,2023
320,136.820007,2024-01-01,2024
321,11.05,2018-04-01,2018
322,14.0,2019-01-01,2019
323,19.469999,2020-01-01,2020
324,90.540001,2021-01-01,2021
325,46.009998,2022-01-01,2022
326,25.48,2023-01-01,2023
327,11.94,2024-01-01,2024
328,7.47,2014-01-01,2014
329,7.81,2015-01-01,2015
330,4.65,2016-01-01,2016
331,8.8,2017-01-01,2017
332,6.85,2018-01-01,2018
333,5.23,2019-01-01,2019
334,7.1,2020-01-01,2020
335,7.35,2021-01-01,2021
336,4.82,2022-01-01,2022
337,6.75,2023-01-01,2023
338,4.3,2024-01-01,2024
339,43.630001,2014-01-01,2014
340,47.689999,2015-01-01,2015
341,71.099998,2016-01-01,2016
342,79.779999,2017-01-01,2017
343,127.510002,2018-01-01,2018
344,144.690002,2019-01-01,2019
345,260.089996,2020-01-01,2020
346,450.76001,2021-01-01,2021
347,614.330017,2022-01-01,2022
348,469.570007,2023-01-01,2023
349,560.039978,2024-01-01,2024
350,11.2,2014-01-01,2014
351,14.81,2015-01-01,2015
352,13.39,2016-01-01,2016
353,21.25,2017-01-01,2017
354,50.0,2018-01-01,2018
355,62.220001,2019-01-01,2019
356,88.510002,2020-01-01,2020
357,118.410004,2021-01-01,2021
358,175.960007,2022-01-01,2022
359,137.869995,2023-01-01,2023
360,166.639999,2024-01-01,2024
361,24.434999,2014-01-01,2014
362,20.889999,2015-01-01,2015
363,27.040001,2016-01-01,2016
364,36.349998,2017-01-01,2017
365,47.5,2018-01-01,2018
366,46.900002,2019-01-01,2019
367,80.010002,2020-01-01,2020
368,133.910004,2021-01-01,2021
369,111.730003,2022-01-01,2022
370,35.009998,2023-01-01,2023
371,48.310001,2024-01-01,2024
372,28.0,2021-11-01,2021
373,19.450001,2022-01-01,2022
374,10.69,2023-01-01,2023
375,14.53,2024-01-01,2024
376,15.6,2014-04-01,2014
377,18.98,2015-01-01,2015
378,25.950001,2016-01-01,2016
379,29.1,2017-01-01,2017
380,37.099998,2018-01-01,2018
381,48.66,2019-01-01,2019
382,81.809998,2020-01-01,2020
383,126.900002,2021-01-01,2021
384,79.830002,2022-01-01,2022
385,27.6,2023-01-01,2023
386,42.360001,2024-01-01,2024
387,15.75,2014-01-01,2014
388,20.049999,2015-01-01,2015
389,6.99,2016-01-01,2016
390,6.38,2017-01-01,2017
391,7.81,2018-01-01,2018
392,4.74,2019-01-01,2019
393,3.1,2020-01-01,2020
394,6.59,2021-01-01,2021
395,6.08,2022-01-01,2022
396,2.8,2023-01-01,2023
397,2.86,2024-01-01,2024
398,9.42,2022-08-01,2022
399,1.15,2023-01-01,2023
400,1.78,2024-01-01,2024
401,0.19,2014-01-01,2014
402,0.25,2015-01-01,2015
403,0.2,2016-01-01,2016
404,0.27,2017-01-01,2017
405,0.57,2018-01-01,2018
406,0.89,2019-01-01,2019
407,1.89,2020-01-01,2020
408,2.75,2021-01-01,2021
409,17.5,2022-01-01,2022
410,4.68,2023-01-01,2023
411,3.28,2024-01-01,2024
412,12.1,2014-01-01,2014
413,9.29,2015-01-01,2015
414,11.23,2016-01-01,2016
415,13.95,2017-01-01,2017
416,9.6,2018-01-01,2018
417,9.99,2019-01-01,2019
418,17.93,2020-01-01,2020
419,19.059999,2021-01-01,2021
420,24.74,2022-01-01,2022
421,36.790001,2023-01-01,2023
422,25.799999,2024-01-01,2024
423,48.82,2014-01-01,2014
424,50.98,2015-01-01,2015
425,59.16,2016-01-01,2016
426,49.68,2017-01-01,2017
427,74.529999,2018-01-01,2018
428,78.949997,2019-01-01,2019
429,110.25,2020-01-01,2020
430,128.399994,2021-01-01,2021
431,113.809998,2022-01-01,2022
432,63.549999,2023-01-01,2023
433,107.809998,2024-01-01,2024
434,7.45,2014-01-01,2014
435,11.01,2015-01-01,2015
436,9.17,2016-01-01,2016
437,6.93,2017-01-01,2017
438,11.25,2018-01-01,2018
439,7.0,2019-01-01,2019
440,6.52,2020-01-01,2020
441,6.7,2021-01-01,2021
442,9.32,2022-01-01,2022
443,3.35,2023-01-01,2023
444,3.5,2024-01-01,2024
445,23.52,2014-01-01,2014
446,15.51,2015-01-01,2015
447,20.59,2016-01-01,2016
448,7.06,2017-01-01,2017
449,8.11,2018-01-01,2018
450,8.51,2019-01-01,2019
451,7.49,2020-01-01,2020
452,35.0,2021-01-01,2021
453,9.15,2022-01-01,2022
454,5.7,2023-01-01,2023
455,2.88,2024-01-01,2024
456,26.616314,2014-01-01,2014
457,25.37009,2015-01-01,2015
458,25.740181,2016-01-01,2016
459,32.243202,2017-01-01,2017
460,29.501511,2018-01-01,2018
461,21.525681,2019-01-01,2019
462,29.57704,2020-01-01,2020
463,22.197886,2021-01-01,2021
464,18.716011,2022-01-01,2022
465,18.51,2023-01-01,2023
466,16.84,2024-01-01,2024
467,13.49,2014-01-01,2014
468,12.23,2015-01-01,2015
469,9.02,2016-01-01,2016
470,15.35,2017-01-01,2017
471,21.049999,2018-01-01,2018
472,36.799999,2019-01-01,2019
473,47.0,2020-01-01,2020
474,92.120003,2021-01-01,2021
475,127.349998,2022-01-01,2022
476,54.450001,2023-01-01,2023
477,43.990002,2024-01-01,2024
478,13.17,2014-01-01,2014
479,14.24,2015-01-01,2015
480,11.82,2016-01-01,2016
481,16.35,2017-01-01,2017
482,20.799999,2018-01-01,2018
483,17.59,2019-01-01,2019
484,21.48,2020-01-01,2020
485,20.93,2021-01-01,2021
486,22.15,2022-01-01,2022
487,21.790001,2023-01-01,2023
488,23.74,2024-01-01,2024
489,41.07,2014-01-01,2014
490,46.73,2015-01-01,2015
491,53.68,2016-01-01,2016
492,58.450001,2017-01-01,2017
493,65.5,2018-01-01,2018
494,58.029999,2019-01-01,2019
495,72.309998,2020-01-01,2020
496,70.720001,2021-01-01,2021
497,74.730003,2022-01-01,2022
498,91.199997,2023-01-01,2023
499,87.68,2024-01-01,2024
500,52.5,2015-03-01,2015
501,26.959999,2016-01-01,2016
502,23.0,2017-01-01,2017
503,33.125,2018-01-01,2018
504,36.939999,2019-01-01,2019
505,43.509998,2020-01-01,2020
506,36.810001,2021-01-01,2021
507,58.970001,2022-01-01,2022
508,32.419998,2023-01-01,2023
509,33.290001,2024-01-01,2024
510,27.9,2018-04-01,2018
511,38.389999,2019-01-01,2019
512,46.869999,2020-01-01,2020
513,199.720001,2021-01-01,2021
514,322.600006,2022-01-01,2022
515,114.720001,2023-01-01,2023
516,218.100006,2024-01-01,2024
517,19.049999,2018-05-01,2018
518,24.18,2019-01-01,2019
519,45.0,2020-01-01,2020
520,69.779999,2021-01-01,2021
521,77.57,2022-01-01,2022
522,40.419998,2023-01-01,2023
523,47.099998,2024-01-01,2024
524,43.234783,2014-01-01,2014
525,54.330437,2015-01-01,2015
526,70.478264,2016-01-01,2016
527,71.782608,2017-01-01,2017
528,65.582611,2018-01-01,2018
529,59.565216,2019-01-01,2019
530,82.18261,2020-01-01,2020
531,85.382607,2021-01-01,2021
532,111.580002,2022-01-01,2022
533,79.809998,2023-01-01,2023
534,66.690002,2024-01-01,2024
535,45.330002,2014-01-01,2014
536,43.970001,2015-01-01,2015
537,25.98,2016-01-01,2016
538,27.33,2017-01-01,2017
539,38.799999,2018-01-01,2018
540,37.650002,2019-01-01,2019
541,26.99,2020-01-01,2020
542,22.469999,2021-01-01,2021
543,42.810001,2022-01-01,2022
544,34.169998,2023-01-01,2023
545,43.209999,2024-01-01,2024
546,53.450001,2021-06-01,2021
547,29.889999,2022-01-01,2022
548,22.309999,2023-01-01,2023
549,32.41,2024-01-01,2024
550,21.874681,2014-01-01,2014
551,29.7351,2015-01-01,2015
552,20.290373,2016-01-01,2016
553,18.135508,2017-01-01,2017
554,21.370352,2018-01-01,2018
555,21.202242,2019-01-01,2019
556,28.278147,2020-01-01,2020
557,34.386143,2021-01-01,2021
558,52.509998,2022-01-01,2022
559,36.75,2023-01-01,2023
560,26.84,2024-01-01,2024
561,21.606667,2014-01-01,2014
562,20.290001,2015-01-01,2015
563,21.18,2016-01-01,2016
564,18.440001,2017-01-01,2017
565,22.540001,2018-01-01,2018
566,27.389999,2019-01-01,2019
567,38.080002,2020-01-01,2020
568,38.68,2021-01-01,2021
569,34.919998,2022-01-01,2022
570,23.209999,2023-01-01,2023
571,30.280001,2024-01-01,2024
572,10.22,2020-07-01,2020
573,10.97,2021-01-01,2021
574,11.33,2022-01-01,2022
575,6.02,2023-01-01,2023
576,4.36,2024-01-01,2024
577,20.799999,2019-06-01,2019
578,21.139999,2020-01-01,2020
579,87.260002,2021-01-01,2021
580,36.0,2022-01-01,2022
581,8.37,2023-01-01,2023
582,17.610001,2024-01-01,2024
583,40.189999,2014-01-01,2014
584,50.27,2015-01-01,2015
585,56.040001,2016-01-01,2016
586,69.029999,2017-01-01,2017
587,92.949997,2018-01-01,2018
588,106.779999,2019-01-01,2019
589,156.720001,2020-01-01,2020
590,281.51001,2021-01-01,2021
591,303.75,2022-01-01,2022
592,192.300003,2023-01-01,2023
593,198.770004,2024-01-01,2024
594,19.51,2014-05-01,2014
595,14.29,2015-01-01,2015
596,18.74,2016-01-01,2016
597,41.330002,2017-01-01,2017
598,104.610001,2018-01-01,2018
599,56.860001,2019-01-01,2019
600,48.299999,2020-01-01,2020
601,41.0,2021-01-01,2021
602,31.49,2022-01-01,2022
603,19.610001,2023-01-01,2023
604,10.74,2024-01-01,2024
605,53.013332,2014-01-01,2014
606,35.0,2015-01-01,2015
607,23.053333,2016-01-01,2016
608,13.813333,2017-01-01,2017
609,23.146667,2018-01-01,2018
610,16.146667,2019-01-01,2019
611,13.906667,2020-01-01,2020
612,7.466667,2021-01-01,2021
613,13.066667,2022-01-01,2022
614,13.626667,2023-01-01,2023
615,9.45,2024-01-01,2024
616,22.182501,2014-01-01,2014
617,27.014999,2015-01-01,2015
618,25.535,2016-01-01,2016
619,33.785,2017-01-01,2017
620,44.235001,2018-01-01,2018
621,39.84,2019-01-01,2019
622,54.200001,2020-01-01,2020
623,65.459999,2021-01-01,2021
624,87.800003,2022-01-01,2022
625,76.709999,2023-01-01,2023
626,97.970001,2024-01-01,2024
627,15.1,2014-04-01,2014
628,4.38,2015-01-01,2015
629,6.5,2016-01-01,2016
630,8.4,2017-01-01,2017
631,7.73,2018-01-01,2018
632,6.13,2019-01-01,2019
633,6.89,2020-01-01,2020
634,9.93,2021-01-01,2021
635,16.610001,2022-01-01,2022
636,16.85,2023-01-01,2023
637,13.05,2024-01-01,2024
638,54.119999,2014-01-01,2014
639,58.09,2015-01-01,2015
640,53.189999,2016-01-01,2016
641,71.839996,2017-01-01,2017
642,81.0,2018-01-01,2018
643,67.769997,2019-01-01,2019
644,85.639999,2020-01-01,2020
645,98.099998,2021-01-01,2021
646,135.130005,2022-01-01,2022
647,105.720001,2023-01-01,2023
648,121.300003,2024-01-01,2024
649,89.330002,2020-10-01,2020
650,155.0,2021-01-01,2021
651,143.960007,2022-01-01,2022
652,29.700001,2023-01-01,2023
653,39.98,2024-01-01,2024
654,67.370003,2014-01-01,2014
655,67.540001,2015-01-01,2015
656,67.669998,2016-01-01,2016
657,83.389999,2017-01-01,2017
658,90.839996,2018-01-01,2018
659,113.900002,2019-01-01,2019
660,162.169998,2020-01-01,2020
661,170.639999,2021-01-01,2021
662,271.299988,2022-01-01,2022
663,258.290009,2023-01-01,2023
664,312.359985,2024-01-01,2024
665,3.5,2014-01-01,2014
666,3.0,2015-01-01,2015
667,6.36,2016-01-01,2016
668,4.95,2017-01-01,2017
669,6.59,2018-01-01,2018
670,6.75,2019-01-01,2019
671,7.51,2020-01-01,2020
672,6.59,2021-01-01,2021
673,6.09,2022-01-01,2022
674,3.83,2023-01-01,2023
675,6.76,2024-01-01,2024
676,5.42,2014-01-01,2014
677,5.25,2015-01-01,2015
678,4.43,2016-01-01,2016
679,8.66,2017-01-01,2017
680,14.27,2018-01-01,2018
681,4.98,2019-01-01,2019
682,8.23,2020-01-01,2020
683,7.14,2021-01-01,2021
684,7.9,2022-01-01,2022
685,9.58,2023-01-01,2023
686,9.44,2024-01-01,2024
687,32.59,2014-01-01,2014
688,29.700001,2015-01-01,2015
689,21.610001,2016-01-01,2016
690,25.209999,2017-01-01,2017
691,23.200001,2018-01-01,2018
692,23.889999,2019-01-01,2019
693,27.309999,2020-01-01,2020
694,21.879999,2021-01-01,2021
695,26.469999,2022-01-01,2022
696,24.809999,2023-01-01,2023
697,26.9,2024-01-01,2024
698,16.450001,2014-05-01,2014
699,20.309999,2015-01-01,2015
700,27.42,2016-01-01,2016
701,25.16,2017-01-01,2017
702,20.639999,2018-01-01,2018
703,21.360001,2019-01-01,2019
704,22.65,2020-01-01,2020
705,12.235,2021-01-01,2021
706,8.81,2022-01-01,2022
707,6.35,2023-01-01,2023
708,4.282,2024-01-01,2024
709,1.435,2018-08-01,2018
710,1.552,2019-01-01,2019
711,1.3,2020-01-01,2020
712,2.5,2021-01-01,2021
713,10.61,2022-01-01,2022
714,28.799999,2023-01-01,2023
715,31.299999,2024-01-01,2024
716,40.0,2018-02-01,2018
717,22.0,2019-01-01,2019
718,14.75,2020-01-01,2020
719,5.75,2021-01-01,2021
720,2.0,2022-01-01,2022
721,6.6,2023-01-01,2023
722,6.73,2024-01-01,2024
723,5.38,2014-01-01,2014
724,12.06,2015-01-01,2015
725,15.5,2016-01-01,2016
726,17.950001,2017-01-01,2017
727,19.950001,2018-01-01,2018
728,7.46,2019-01-01,2019
729,8.46,2020-01-01,2020
730,10.8,2021-01-01,2021
731,12.93,2022-01-01,2022
732,10.59,2023-01-01,2023
733,7.96,2024-01-01,2024
734,29.379999,2014-01-01,2014
735,36.869999,2015-01-01,2015
736,30.41,2016-01-01,2016
737,31.9,2017-01-01,2017
738,30.450001,2018-01-01,2018
739,23.15,2019-01-01,2019
740,24.299999,2020-01-01,2020
741,27.610001,2021-01-01,2021
742,33.209999,2022-01-01,2022
743,32.759998,2023-01-01,2023
744,21.67,2024-01-01,2024
745,70.150002,2017-11-01,2017
746,74.5,2018-01-01,2018
747,39.650002,2019-01-01,2019
748,34.049999,2020-01-01,2020
749,30.549999,2021-01-01,2021
750,2.48,2022-01-01,2022
751,3.8,2023-01-01,2023
752,1.52,2024-01-01,2024
753,18.889999,2021-08-01,2021
754,21.35,2022-01-01,2022
755,7.48,2023-01-01,2023
756,8.87,2024-01-01,2024
757,60.98,2021-03-01,2021
758,17.49,2022-01-01,2022
759,8.6,2023-01-01,2023
760,7.82,2024-01-01,2024
761,39.66,2014-01-01,2014
762,27.610001,2015-01-01,2015
763,22.540001,2016-01-01,2016
764,21.66,2017-01-01,2017
765,26.450001,2018-01-01,2018
766,30.9,2019-01-01,2019
767,60.509998,2020-01-01,2020
768,50.740002,2021-01-01,2021
769,34.73,2022-01-01,2022
770,24.719999,2023-01-01,2023
771,38.25,2024-01-01,2024
772,74.900002,2019-04-01,2019
773,43.220001,2020-01-01,2020
774,49.380001,2021-01-01,2021
775,43.389999,2022-01-01,2022
776,11.3,2023-01-01,2023
777,14.76,2024-01-01,2024
778,21.17,2018-05-01,2018
779,22.620001,2019-01-01,2019
780,25.82,2020-01-01,2020
781,23.280001,2021-01-01,2021
782,38.5,2022-01-01,2022
783,38.549999,2023-01-01,2023
784,58.610001,2024-01-01,2024
785,45.740002,2014-01-01,2014
786,35.139999,2015-01-01,2015
787,33.18,2016-01-01,2016
788,41.490002,2017-01-01,2017
789,70.099998,2018-01-01,2018
790,34.610001,2019-01-01,2019
791,33.349998,2020-01-01,2020
792,42.0,2021-01-01,2021
793,51.43,2022-01-01,2022
794,42.32,2023-01-01,2023
795,18.219999,2024-01-01,2024
796,123.889999,2014-01-01,2014
797,163.800003,2015-01-01,2015
798,176.169998,2016-01-01,2016
799,198.550003,2017-01-01,2017
800,131.639999,2018-01-01,2018
801,126.040001,2019-01-01,2019
802,142.839996,2020-01-01,2020
803,416.329987,2021-01-01,2021
804,550.609985,2022-01-01,2022
805,145.669998,2023-01-01,2023
806,692.48999,2024-01-01,2024
807,13.06,2022-10-01,2022
808,15.08,2023-01-01,2023
809,23.114,2024-01-01,2024
810,11.7,2014-01-01,2014
811,10.64,2015-01-01,2015
812,10.98,2016-01-01,2016
813,8.95,2017-01-01,2017
814,15.7,2018-01-01,2018
815,13.05,2019-01-01,2019
816,35.189999,2020-01-01,2020
817,35.98,2021-01-01,2021
818,30.049999,2022-01-01,2022
819,40.790001,2023-01-01,2023
820,26.75,2024-01-01,2024
821,9.0,2018-10-01,2018
822,7.74,2019-01-01,2019
823,8.1,2020-01-01,2020
824,5.29,2021-01-01,2021
825,2.45,2022-01-01,2022
826,1.09,2023-01-01,2023
827,0.95,2024-01-01,2024
828,27.7222,2014-01-01,2014
829,31.453272,2015-01-01,2015
830,27.560555,2016-01-01,2016
831,51.461937,2017-01-01,2017
832,82.09343,2018-01-01,2018
833,52.279999,2019-01-01,2019
834,38.029999,2020-01-01,2020
835,26.950001,2021-01-01,2021
836,32.400002,2022-01-01,2022
837,26.719999,2023-01-01,2023
838,22.700001,2024-01-01,2024
839,37.98,2014-01-01,2014
840,65.510002,2015-01-01,2015
841,50.599998,2016-01-01,2016
842,65.400002,2017-01-01,2017
843,47.5,2018-01-01,2018
844,25.0,2019-01-01,2019
845,52.639999,2020-01-01,2020
846,52.66,2021-01-01,2021
847,40.669998,2022-01-01,2022
848,20.93,2023-01-01,2023
